scale,instance,preference,method,cost,risk,normalized_cost,normalized_risk,weighted_objective_raw,weighted_objective_normalized,weighted_objective,cost_ref,risk_ref,fixed_cost,distance_cost,processing_cost,transport_risk,coload_risk,producer_inventory_risk,facility_inventory_risk,feasible,violation_count,fallback_used,fallback_reason,runtime_seconds,ppo_train_time,solver_status
small,0,0.50_0.50,PPO,1331.669713,5.474848022203405,0.874149545053236,0.777285359676585,668.5722805111017,0.8257174523649105,0.8257174523649105,1523.3888989999998,7.043549648846332,100.0,1048.713,182.95671299999998,1.3837930222034047,0.0,4.091055000000001,0.0,True,0,False,,1.7843625999521464,392.6543118999107,
small,0,0.50_0.50,MILP,1707.0876770000048,2.443239904296669,1.1205856089148283,0.34687622379390043,854.7654584521507,0.7337309163543644,0.7337309163543644,1523.3888989999998,7.043549648846332,250.0,1266.0149999999999,191.0726770000049,0.9471994821814909,0.1505394221153402,1.3455009999998375,0.0,True,0,False,,180.04863480001222,,solver_status_1
small,0,0.25_0.75,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,386.1298869866347,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,3.720005042850971e-05,,
small,0,0.25_0.75,GA,1523.3888989999998,7.043549648846332,1.0,1.0,386.1298869866347,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,3.3045028999913484,,
small,0,0.25_0.75,PPO,1388.9087129999998,5.145124879056174,0.911723010395916,0.7304732891176393,351.08602190929207,0.7757857194372085,0.7757857194372085,1523.3888989999998,7.043549648846332,150.0,1055.9519999999998,182.95671299999998,1.0540698790561729,0.0,4.091055000000001,0.0,True,0,False,,1.4718807999743149,392.6543118999107,
small,0,0.25_0.75,MILP,2145.4496770000014,1.517930904296851,1.4083401017352442,0.2155065244049886,537.500867428223,0.5137149187375525,0.5137149187375525,1523.3888989999998,7.043549648846332,300.0,1654.377,191.07267700000125,0.9471994821815091,0.1505394221153418,0.420192,0.0,True,0,False,,180.06182960001752,,solver_status_1
small,0,0.00_1.00,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,7.043549648846332,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,4.599918611347675e-06,,
small,0,0.00_1.00,GA,1523.3888989999998,7.043549648846332,1.0,1.0,7.043549648846332,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,3.4822431000648066,,
small,0,0.00_1.00,PPO,1564.396713,5.258930658095169,1.0269188084716379,0.7466307359608849,5.258930658095169,0.7466307359608849,0.7466307359608849,1523.3888989999998,7.043549648846332,150.0,1231.44,182.95671299999998,1.1678756580951686,0.0,4.091055000000001,0.0,True,0,False,,1.8200366999953985,392.6543118999107,
small,0,0.00_1.00,MILP,3061.4418029999815,1.069496255452853,2.009625910369708,0.1518405220055525,1.069496255452853,0.1518405220055525,0.1518405220055525,1523.3888989999998,7.043549648846332,300.0,2575.5600000000004,185.88180299998132,1.069496255452853,0.0,0.0,0.0,True,0,False,,180.06367659999523,,solver_status_1
large,0,1.00_0.00,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,30353.908341999995,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,4.700035788118839e-06,,
large,0,1.00_0.00,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,31357.173342,1.033052251087278,1.033052251087278,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,28.54083820001688,,
large,0,1.00_0.00,PPO,20342.791341999993,1075.2357782382007,0.6701868870656155,0.607397578293666,20342.791341999993,0.6701868870656155,0.6701868870656155,30353.908341999995,1770.233890722467,300.0,18259.289999999994,1783.501342,646.8174324087366,194.00710682946408,234.411239,0.0,True,0,False,,3.965500400052406,674.473098800052,
large,0,0.75_0.25,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,23207.989729180612,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,7.899943739175797e-06,,
large,0,0.75_0.25,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,23909.043189841308,0.9957561381582646,0.9957561381582646,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,28.038943100022152,,
large,0,0.75_0.25,PPO,21574.564342,1045.830733392896,0.7107672626179667,0.590786753588856,16442.380939848226,0.680772135360689,0.680772135360689,30353.908341999995,1770.233890722467,300.0,19491.063000000002,1783.501342,649.4513766691293,161.96811772376677,234.411239,0.0,True,0,False,,4.005116599961184,674.473098800052,
large,0,0.50_0.50,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,16062.07111636123,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,3.4999102354049683e-06,,
large,0,0.50_0.50,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,16460.913037682614,0.958460025229251,0.958460025229251,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,27.33084960002452,,
large,0,0.50_0.50,PPO,24122.444342000003,901.5631226902996,0.7947063709295827,0.5092903979611157,12512.00373234515,0.6519983844453492,0.6519983844453492,30353.908341999995,1770.233890722467,400.0,21938.943000000003,1783.501342,534.640884752551,132.51099893774855,234.411239,0.0,True,0,False,,4.07025240000803,674.473098800052,
large,0,0.25_0.75,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,8916.152503541849,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,8.00006091594696e-06,,
large,0,0.25_0.75,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,9012.78288552392,0.9211639123002375,0.9211639123002375,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,27.320613200077787,,
large,0,0.25_0.75,PPO,25466.510342000005,967.5319428916903,0.8389862041838806,0.5465559935115815,7092.276542668769,0.6196635461796562,0.6196635461796562,30353.908341999995,1770.233890722467,400.0,23283.009000000005,1783.501342,602.61291352969,130.5077903620003,234.411239,0.0,True,0,False,,3.845297100022435,674.473098800052,
large,0,0.00_1.00,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,1770.233890722467,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,3.200024366378784e-06,,
large,0,0.00_1.00,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,1564.652733365227,0.8838677993712242,0.8838677993712242,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,26.63236589997541,,
large,0,0.00_1.00,PPO,26641.532342,816.3532433324274,0.8776969358221568,0.46115558379647653,816.3532433324274,0.46115558379647653,0.46115558379647653,30353.908341999995,1770.233890722467,400.0,24458.031,1783.501342,475.7861678559762,106.1558364764511,234.411239,0.0,True,0,False,,3.472386300098151,674.473098800052,
