scale,variant,method,preference,cost,risk,normalized_cost,normalized_risk,weighted_objective_raw,weighted_objective_normalized,weighted_objective,feasible,violation_count,runtime_seconds,train_time_seconds
small,hybrid_transformer_fc,PPO,0.25_0.75,1636.43025,10.024564871890627,1.0102333886262702,0.9051389272118702,416.62598615391795,0.9314125425654702,0.9314125425654702,True,0,1.3782148000318557,429.9140285999747
small,hybrid_transformer_fc,PPO,0.00_1.00,1553.2372500000001,10.506100350409186,0.9588750454888313,0.9486177726291817,10.506100350409186,0.9486177726291817,0.9486177726291817,True,0,1.3838553000241518,429.9140285999747
small,no_preference_token,PPO,1.00_0.00,1351.70725,13.342192489190019,0.8344625721739115,1.204694463116592,1351.70725,0.8344625721739115,0.8344625721739115,True,0,1.0792806999525055,420.65610729996115
small,no_preference_token,PPO,0.75_0.25,1351.70725,11.52236540627757,0.8344625721739115,1.0403784698950507,1016.6610288515693,0.8859415466041962,0.8859415466041962,True,0,1.0878035000059754,420.65610729996115
small,no_preference_token,PPO,0.50_0.50,1453.33525,10.575552363908418,0.8972015730077758,0.9548887401768776,731.9554011819542,0.9260451565923267,0.9260451565923267,True,0,1.0889354000100866,420.65610729996115
small,no_preference_token,PPO,0.25_0.75,1636.43025,10.024564871890627,1.0102333886262702,0.9051389272118702,416.62598615391795,0.9314125425654702,0.9314125425654702,True,0,1.089016699930653,420.65610729996115
small,no_preference_token,PPO,0.00_1.00,1553.2372500000001,10.506100350409186,0.9588750454888313,0.9486177726291817,10.506100350409186,0.9486177726291817,0.9486177726291817,True,0,1.0981547000119463,420.65610729996115
small,no_route_arc_tokens,PPO,1.00_0.00,1351.70725,12.637797847503792,0.8344625721739115,1.1410931977791354,1351.70725,0.8344625721739115,0.8344625721739115,True,0,1.1567103000124916,396.6937433000421
small,no_route_arc_tokens,PPO,0.75_0.25,1351.70725,11.52236540627757,0.8344625721739115,1.0403784698950507,1016.6610288515693,0.8859415466041962,0.8859415466041962,True,0,1.1907119000097737,396.6937433000421
small,no_route_arc_tokens,PPO,0.50_0.50,1453.33525,10.575552363908418,0.8972015730077758,0.9548887401768776,731.9554011819542,0.9260451565923267,0.9260451565923267,True,0,1.1865607999498025,396.6937433000421
small,no_route_arc_tokens,PPO,0.25_0.75,1636.43025,10.024564871890627,1.0102333886262702,0.9051389272118702,416.62598615391795,0.9314125425654702,0.9314125425654702,True,0,1.1561129000037909,396.6937433000421
small,no_route_arc_tokens,PPO,0.00_1.00,1636.43025,10.024564871890627,1.0102333886262702,0.9051389272118702,10.024564871890627,0.9051389272118702,0.9051389272118702,True,0,1.1650240999879315,396.6937433000421
large,heuristic,Heuristic,1.00_0.00,30261.408023000007,2053.8653122673177,1.0,1.0,30261.408023000007,1.0,1.0,True,0,0.0,
large,heuristic,Heuristic,0.75_0.25,30261.408023000007,2053.8653122673177,1.0,1.0,23209.522345316833,1.0,1.0,True,0,0.0,
large,heuristic,Heuristic,0.50_0.50,30261.408023000007,2053.8653122673177,1.0,1.0,16157.636667633662,1.0,1.0,True,0,0.0,
large,heuristic,Heuristic,0.25_0.75,30261.408023000007,2053.8653122673177,1.0,1.0,9105.75098995049,1.0,1.0,True,0,0.0,
large,heuristic,Heuristic,0.00_1.00,30261.408023000007,2053.8653122673177,1.0,1.0,2053.8653122673177,1.0,1.0,True,0,0.0,
large,full_transformer,PPO,1.00_0.00,30261.408023000007,2053.8653122673177,1.0,1.0,30261.408023000007,1.0,1.0,True,0,2.0639943999703974,605.9162212999072
large,full_transformer,PPO,0.75_0.25,30261.408023000007,2053.8653122673177,1.0,1.0,23209.522345316833,1.0,1.0,True,0,1.96318419999443,605.9162212999072
large,full_transformer,PPO,0.50_0.50,30261.408023000007,2053.8653122673177,1.0,1.0,16157.636667633662,1.0,1.0,True,0,2.13212600001134,605.9162212999072
large,full_transformer,PPO,0.25_0.75,30261.408023000007,2053.8653122673177,1.0,1.0,9105.75098995049,1.0,1.0,True,0,2.059703499893658,605.9162212999072
large,full_transformer,PPO,0.00_1.00,30261.408023000007,2053.8653122673177,1.0,1.0,2053.8653122673177,1.0,1.0,True,0,2.0974236000329256,605.9162212999072
large,hybrid_transformer_fc,PPO,1.00_0.00,30261.408023000007,2053.8653122673177,1.0,1.0,30261.408023000007,1.0,1.0,True,0,2.156781499972567,611.208537700004
large,hybrid_transformer_fc,PPO,0.75_0.25,30261.408023000007,2053.8653122673177,1.0,1.0,23209.522345316833,1.0,1.0,True,0,2.191567200003192,611.208537700004
large,hybrid_transformer_fc,PPO,0.50_0.50,30261.408023000007,2053.8653122673177,1.0,1.0,16157.636667633662,1.0,1.0,True,0,2.0123577000340447,611.208537700004
large,hybrid_transformer_fc,PPO,0.25_0.75,30261.408023000007,2053.8653122673177,1.0,1.0,9105.75098995049,1.0,1.0,True,0,2.1062511999625713,611.208537700004
large,hybrid_transformer_fc,PPO,0.00_1.00,30261.408023000007,2053.8653122673177,1.0,1.0,2053.8653122673177,1.0,1.0,True,0,2.0450207999674603,611.208537700004
large,no_preference_token,PPO,1.00_0.00,30261.408023000007,2053.8653122673177,1.0,1.0,30261.408023000007,1.0,1.0,True,0,2.288215999957174,630.3148017999483
large,no_preference_token,PPO,0.75_0.25,30261.408023000007,2053.8653122673177,1.0,1.0,23209.522345316833,1.0,1.0,True,0,2.1157614999683574,630.3148017999483
large,no_preference_token,PPO,0.50_0.50,30261.408023000007,2053.8653122673177,1.0,1.0,16157.636667633662,1.0,1.0,True,0,1.9217811999842525,630.3148017999483
large,no_preference_token,PPO,0.25_0.75,30261.408023000007,2053.8653122673177,1.0,1.0,9105.75098995049,1.0,1.0,True,0,2.144448100007139,630.3148017999483
large,no_preference_token,PPO,0.00_1.00,30261.408023000007,2053.8653122673177,1.0,1.0,2053.8653122673177,1.0,1.0,True,0,1.9329760000109673,630.3148017999483
large,no_route_arc_tokens,PPO,1.00_0.00,30261.408023000007,2053.8653122673177,1.0,1.0,30261.408023000007,1.0,1.0,True,0,2.342250299989246,560.9006071999902
large,no_route_arc_tokens,PPO,0.75_0.25,30261.408023000007,2053.8653122673177,1.0,1.0,23209.522345316833,1.0,1.0,True,0,2.0839185001095757,560.9006071999902
large,no_route_arc_tokens,PPO,0.50_0.50,30261.408023000007,2053.8653122673177,1.0,1.0,16157.636667633662,1.0,1.0,True,0,2.0119310000445694,560.9006071999902
large,no_route_arc_tokens,PPO,0.25_0.75,30261.408023000007,2053.8653122673177,1.0,1.0,9105.75098995049,1.0,1.0,True,0,1.9275997000513598,560.9006071999902
large,no_route_arc_tokens,PPO,0.00_1.00,30261.408023000007,2053.8653122673177,1.0,1.0,2053.8653122673177,1.0,1.0,True,0,2.11474420002196,560.9006071999902
